accountType,ministry,organization,specialAccount,subAccount,agency,sectionCode,sectionName,inInitial,inSupplement,inSettlement,initialAmount,supplementAmount,settlementAmount,initialDetailCount,supplementDetailCount,settlementDetailCount,supplementHasOutsideN,membershipPattern
general,厚生労働省,厚生労働本省,,,,074,独立行政法人国立重度知的障害者総合施設のぞみの園施設整備費,1,1,1,0,112796000,112796000,2,2,2,0,ISF
general,厚生労働省,厚生労働本省,,,,075,特別障害給付金給付費年金特別会計へ繰入,1,1,1,2366656000,2366656000,2366656000,2,1,2,0,ISF
general,厚生労働省,厚生労働本省,,,,076,社会福祉施設整備費,1,1,1,4916837000,17225731000,17225731000,14,13,14,0,ISF
general,厚生労働省,厚生労働本省,,,,077,独立行政法人福祉医療機構運営費,1,1,1,2982098000,4642877000,4642877000,4,3,4,1,ISF
general,厚生労働省,厚生労働本省,,,,078,公的年金制度等運営諸費,1,1,1,419247694000,419250742000,419250742000,15,5,15,1,ISF
general,厚生労働省,厚生労働本省,,,,079,基礎年金拠出金等年金特別会計へ繰入,1,1,1,12904738355000,12904738355000,12904738355000,4,1,4,0,ISF
general,厚生労働省,厚生労働本省,,,,080,私的年金制度整備運営費,1,1,1,4443595000,4443595000,4443595000,10,1,10,0,ISF
general,厚生労働省,厚生労働本省,,,,081,高齢者日常生活支援等推進費,1,1,1,185388057000,185388057000,185388057000,15,1,15,0,ISF
general,厚生労働省,厚生労働本省,,,,082,介護保険制度運営推進費,1,1,1,3471346653000,3605896610000,3605896610000,25,14,28,1,ISF
general,厚生労働省,厚生労働本省,,,,084,業務取扱費年金特別会計へ繰入,1,1,1,106359823000,106780947000,106780947000,2,2,2,0,ISF
general,厚生労働省,厚生労働本省,,,,085,国際機関活動推進費,1,1,1,15245869000,51865345000,51865345000,17,9,17,1,ISF
general,厚生労働省,厚生労働本省,,,,086,国際協力費,1,1,1,259520000,259520000,259520000,9,1,9,0,ISF
general,厚生労働省,厚生労働本省,,,,087,厚生労働調査研究等推進費,1,1,1,59770549000,71202044000,71202044000,18,9,19,1,ISF
general,厚生労働省,厚生労働本省,,,,089,国立研究開発法人医薬基盤・健康・栄養研究所運営費,1,1,1,4024297000,5316548000,5316548000,2,2,2,0,ISF
general,厚生労働省,厚生労働本省,,,,090,国立研究開発法人医薬基盤・健康・栄養研究所施設整備費,1,1,1,252745000,252745000,252745000,2,1,2,0,ISF
general,厚生労働省,厚生労働本省,,,,092,職務上年金給付費年金特別会計へ繰入,1,1,1,147000,147000,147000,2,1,2,0,ISF
general,厚生労働省,厚生労働本省,,,,096,中小企業最低賃金引上げ支援対策費,1,1,1,821485000,30560457000,30560457000,7,6,7,1,ISF
general,厚生労働省,厚生労働本省,,,,097,就職支援法事業費労働保険特別会計へ繰入,1,1,1,6126875000,6126875000,6126875000,2,1,2,0,ISF
general,厚生労働省,厚生労働本省,,,,171,国立研究開発法人国立がん研究センター運営費,1,1,1,6816438000,7316438000,7316438000,2,2,2,0,ISF
general,厚生労働省,厚生労働本省,,,,172,国立研究開発法人国立がん研究センター施設整備費,1,1,1,0,284181000,284181000,2,2,2,0,ISF
general,厚生労働省,厚生労働本省,,,,173,国立研究開発法人国立循環器病研究センター運営費,1,1,1,4395917000,4395917000,4395917000,2,1,2,0,ISF
general,厚生労働省,厚生労働本省,,,,174,国立研究開発法人国立精神・神経医療研究センター運営費,1,1,1,3879213000,4013113000,4013113000,2,2,2,0,ISF
general,厚生労働省,厚生労働本省,,,,175,国立研究開発法人国立精神・神経医療研究センター施設整備費,1,1,1,1020098000,1020098000,1020098000,2,1,2,0,ISF
general,厚生労働省,厚生労働本省,,,,176,国立研究開発法人国立国際医療研究センター運営費,1,1,1,6640787000,6640787000,6640787000,2,1,2,0,ISF
general,厚生労働省,厚生労働本省,,,,177,国立研究開発法人国立国際医療研究センター施設整備費,1,1,1,0,3738761000,3738761000,2,2,2,0,ISF
general,厚生労働省,厚生労働本省,,,,178,国立研究開発法人国立成育医療研究センター運営費,1,1,1,4059296000,4647816000,4647816000,2,2,2,0,ISF
general,厚生労働省,厚生労働本省,,,,179,国立研究開発法人国立長寿医療研究センター運営費,1,1,1,3191684000,3191684000,3191684000,2,1,2,0,ISF
general,厚生労働省,厚生労働本省,,,,183,国立研究開発法人国立長寿医療研究センター施設整備費,1,0,0,0,,,2,,,,I--
general,厚生労働省,厚生労働本省,,,,184,国立研究開発法人国立成育医療研究センター施設整備費,1,1,1,1471890000,1471890000,1471890000,2,1,2,0,ISF
general,厚生労働省,厚生労働本省,,,,191,水道施設災害復旧事業費,0,0,1,,,0,,,2,,--F
general,厚生労働省,厚生労働本省,,,,192,ハンセン病資料館施設費,1,1,1,587520000,1062111000,1062111000,4,4,4,0,ISF
general,厚生労働省,厚生労働本省,,,,194,社会保障・税番号活用推進費,1,1,1,19393000,4516467000,4516467000,5,5,5,0,ISF
general,厚生労働省,厚生労働本省,,,,195,生活基盤施設耐震化等対策費,0,0,1,,,0,,,2,,--F
general,厚生労働省,厚生労働本省,,,,196,自殺対策費,1,1,1,3883597000,5917225000,5917225000,10,4,10,1,ISF
general,厚生労働省,厚生労働本省,,,,197,特定石綿被害建設業務労働者等給付金等支給諸費,1,1,1,247975000,34646523000,34646523000,6,4,7,1,ISF
general,厚生労働省,厚生労働本省,,,,198,昭和館施設費,1,1,1,0,557367000,557367000,3,3,3,0,ISF
general,厚生労働省,厚生労働本省,,,,601,沖縄振興交付金事業推進費,0,0,1,,,1856880000,,,2,,--F
general,厚生労働省,厚生労働本省,,,,642,沖縄保健衛生諸費,0,0,1,,,1620000,,,3,,--F
general,厚生労働省,厚生労働本省,,,,645,沖縄開発事業費,0,0,1,,,0,,,2,,--F
general,厚生労働省,厚生労働本省,,,,656,科学技術イノベーション創造推進費,0,0,1,,,11428540000,,,8,,--F
general,厚生労働省,厚生労働本省,,,,721,水資源開発事業費,0,0,1,,,0,,,2,,--F
general,厚生労働省,厚生労働本省,,,,739,離島振興事業費,0,0,1,,,0,,,3,,--F
general,厚生労働省,厚生労働本省,,,,745,北海道開発事業費,0,0,1,,,0,,,2,,--F
general,厚生労働省,厚生労働本省,,,,826,大学等修学支援費,0,0,1,,,264115000,,,2,,--F
general,厚生労働省,厚生労働本省,,,,829,情報通信技術調達等適正・効率化推進費,0,0,1,,,39452627895,,,5,,--F
general,厚生労働省,厚生労働本省試験研究機関,,,,121,厚生労働本省試験研究所共通費,1,1,1,9580248000,10002451000,10002451000,17,11,18,1,ISF
general,厚生労働省,厚生労働本省試験研究機関,,,,122,厚生労働本省試験研究所施設費,1,1,1,413393000,674012000,674012000,3,3,3,0,ISF
general,厚生労働省,厚生労働本省試験研究機関,,,,123,血清等製造及検定費,1,1,1,370078000,370078000,370078000,7,1,7,0,ISF
general,厚生労働省,厚生労働本省試験研究機関,,,,124,厚生労働本省試験研究所試験研究費,1,1,1,4738022000,4733274000,4733274000,19,7,19,1,ISF
general,厚生労働省,厚生労働本省試験研究機関,,,,792,放射能調査研究費,0,0,1,,,21486000,,,3,,--F
general,厚生労働省,厚生労働本省試験研究機関,,,,832,情報通信技術調達等適正・効率化推進費,0,0,1,,,472778398,,,2,,--F
general,厚生労働省,国立ハンセン病療養所,,,,111,国立ハンセン病療養所共通費,1,1,1,17112269000,17364896000,17364896000,12,7,12,1,ISF
general,厚生労働省,国立ハンセン病療養所,,,,112,国立ハンセン病療養所施設費,1,1,1,3150912000,4949311000,4949311000,4,4,4,0,ISF
general,厚生労働省,国立ハンセン病療養所,,,,113,国立ハンセン病療養所運営費,1,1,1,10088913000,10350213000,10350213000,17,3,17,1,ISF
general,厚生労働省,国立ハンセン病療養所,,,,831,情報通信技術調達等適正・効率化推進費,0,0,1,,,87011503,,,2,,--F
general,厚生労働省,国立障害者リハビリテーションセンター,,,,131,国立障害者リハビリテーションセンター共通費,1,1,1,5495997000,5530521000,5530521000,12,6,12,1,ISF
general,厚生労働省,国立障害者リハビリテーションセンター,,,,132,国立障害者リハビリテーションセンター施設費,1,1,1,37056000,320181000,320181000,4,4,4,0,ISF
general,厚生労働省,国立障害者リハビリテーションセンター,,,,134,国立障害者リハビリテーションセンター運営費,1,1,1,1930916000,2121299000,2121299000,16,7,16,1,ISF
general,厚生労働省,国立障害者リハビリテーションセンター,,,,833,情報通信技術調達等適正・効率化推進費,0,0,1,,,496339475,,,2,,--F
general,厚生労働省,地方厚生局,,,,141,地方厚生局共通費,1,1,1,14262630000,14471774000,14471774000,16,7,16,1,ISF
general,厚生労働省,地方厚生局,,,,142,保険医療機関等指導監督等実施費,1,1,1,1336013000,1336013000,1336013000,10,1,10,0,ISF
general,厚生労働省,地方厚生局,,,,143,医師等国家試験実施費,1,1,1,1276811000,1276811000,1276811000,4,1,4,0,ISF
general,厚生労働省,地方厚生局,,,,144,麻薬・覚醒剤等対策費,1,1,1,699692000,699692000,699692000,6,1,6,0,ISF
general,厚生労働省,地方厚生局,,,,145,医療観察等実施費,1,1,1,69916000,69916000,69916000,7,1,7,0,ISF
general,厚生労働省,地方厚生局,,,,146,地方厚生局施設費,1,1,1,80292000,80292000,80292000,4,1,4,0,ISF
general,厚生労働省,地方厚生局,,,,834,情報通信技術調達等適正・効率化推進費,0,0,1,,,240666583,,,2,,--F
general,厚生労働省,検疫所,,,,101,検疫所共通費,1,1,1,10291267000,10085894000,10085894000,13,8,13,1,ISF
general,厚生労働省,検疫所,,,,102,検疫所施設費,1,1,1,111125000,204044000,204044000,4,4,4,0,ISF
general,厚生労働省,検疫所,,,,103,検疫業務等実施費,1,1,1,2603696000,3225832000,3225832000,11,3,11,1,ISF
general,厚生労働省,検疫所,,,,104,輸入食品検査業務実施費,1,1,1,1878623000,2652949000,2652949000,8,3,8,1,ISF
general,厚生労働省,検疫所,,,,830,情報通信技術調達等適正・効率化推進費,0,0,1,,,842121765,,,2,,--F
general,厚生労働省,都道府県労働局,,,,151,都道府県労働局共通費,1,1,1,88011010000,90516587000,90516587000,25,10,25,1,ISF
general,厚生労働省,都道府県労働局,,,,152,都道府県労働局施設費,1,1,1,174552000,226492000,226492000,4,3,4,1,ISF
general,厚生労働省,都道府県労働局,,,,153,労働条件確保・改善対策費,1,1,1,709570000,709556000,709556000,8,3,8,1,ISF
general,厚生労働省,都道府県労働局,,,,155,個別労働紛争対策費,1,1,1,68457000,68457000,68457000,6,1,6,0,ISF
general,厚生労働省,都道府県労働局,,,,156,職業紹介事業等実施費,1,1,1,38433000,38433000,38433000,3,1,3,0,ISF
general,厚生労働省,都道府県労働局,,,,157,高齢者等雇用安定・促進費,1,1,1,3403182000,3403182000,3403182000,13,1,13,0,ISF
general,厚生労働省,都道府県労働局,,,,158,男女均等雇用対策費,1,1,1,269681000,269681000,269681000,6,1,6,0,ISF
general,厚生労働省,都道府県労働局,,,,159,若年者等職業能力開発支援費,1,1,1,1199357000,1400532000,1400532000,7,4,7,1,ISF
general,国会,参議院,,,,011,参議院,1,1,1,40380558000,40635069000,40635069000,40,15,40,1,ISF
general,国会,参議院,,,,012,参議院施設費,1,1,1,1119100000,1295320000,1295320000,4,3,4,1,ISF
general,国会,参議院,,,,019,参議院予備経費,1,1,1,5000000,5000000,5000000,2,1,2,0,ISF
general,国会,国立国会図書館,,,,021,国立国会図書館,1,1,1,19147186000,22205482000,22205482000,36,14,36,1,ISF
general,国会,国立国会図書館,,,,022,国立国会図書館施設費,1,1,1,1053403000,1535914000,1535914000,3,3,3,0,ISF
general,国会,衆議院,,,,001,衆議院,1,1,1,65840327000,66238614000,66238614000,43,11,42,1,ISF
general,国会,衆議院,,,,002,衆議院施設費,1,1,1,2170929000,2609001000,2609001000,6,4,6,1,ISF
general,国会,衆議院,,,,009,衆議院予備経費,1,1,1,7000000,7000000,7000000,2,1,2,0,ISF
general,国会,裁判官弾劾裁判所,,,,041,裁判官弾劾裁判所,1,1,1,116571000,110806000,110806000,13,6,12,1,ISF
general,国会,裁判官訴追委員会,,,,031,裁判官訴追委員会,1,1,1,137352000,135705000,135705000,12,6,11,1,ISF
general,国土交通省,北海道開発局,,,,171,北海道開発局共通費,1,1,1,9645323000,9914135000,9914135000,16,7,16,1,ISF
general,国土交通省,北海道開発局,,,,172,北海道開発局施設費,1,1,1,35939000,170046000,170046000,4,4,4,0,ISF
general,国土交通省,北海道開発局,,,,173,北海道開発行政推進費,1,1,1,49109000,49109000,49109000,9,1,9,0,ISF
general,国土交通省,北海道開発局,,,,174,北海道治水海岸事業工事諸費,1,1,1,9343000000,9580433000,9580433000,25,11,25,1,ISF
general,国土交通省,北海道開発局,,,,176,北海道港湾空港整備事業工事諸費,1,1,1,2538000000,2448325000,2448325000,23,12,23,1,ISF
general,国土交通省,北海道開発局,,,,177,北海道都市環境整備事業工事諸費,1,1,1,1525000000,1527149000,1527149000,24,12,24,1,ISF
general,国土交通省,北海道開発局,,,,179,北海道国営公園等事業工事諸費,1,1,1,80021000,80011000,80011000,17,7,17,1,ISF
general,国土交通省,北海道開発局,,,,180,北海道農業農村整備事業等工事諸費,1,1,1,9057932000,9294525000,9294525000,24,10,24,1,ISF
general,国土交通省,北海道開発局,,,,182,北海道災害復旧事業等工事諸費,1,1,1,15980000,19021000,19021000,4,4,4,0,ISF
general,国土交通省,北海道開発局,,,,183,北海道道路整備事業工事諸費,1,1,1,16490000000,16710993000,16710993000,25,11,25,1,ISF
general,国土交通省,北海道開発局,,,,833,情報通信技術調達等適正・効率化推進費,0,0,1,,,2436956191,,,2,,--F
general,国土交通省,国土交通本省,,,,001,国土交通本省共通費,1,1,1,128588340000,131617229000,131617229000,45,18,45,1,ISF
general,国土交通省,国土交通本省,,,,002,国土交通本省施設費,1,1,1,70173000,100228000,100228000,3,3,3,0,ISF
general,国土交通省,国土交通本省,,,,003,住宅対策事業費,1,1,1,300000000,21109000000,21109000000,2,2,2,0,ISF
general,国土交通省,国土交通本省,,,,004,住宅対策諸費,1,1,1,35043499000,37906499000,37906499000,5,3,5,1,ISF
general,国土交通省,国土交通本省,,,,005,住宅市場整備推進費,1,1,1,3955108000,44194985000,44194985000,13,4,13,1,ISF
general,国土交通省,国土交通本省,,,,006,総合的バリアフリー推進費,1,1,1,46075000,53604000,53604000,5,3,5,1,ISF
general,国土交通省,国土交通本省,,,,008,海洋環境対策費,1,1,1,306516000,317516000,317516000,7,3,7,1,ISF
general,国土交通省,国土交通本省,,,,010,道路環境等対策費,1,1,1,23737000,23737000,23737000,2,1,2,0,ISF
general,国土交通省,国土交通本省,,,,011,水資源対策費,1,1,1,85051000,85051000,85051000,6,1,6,0,ISF
general,国土交通省,国土交通本省,,,,012,水資源開発事業費,1,1,1,14494996000,16183996000,5876996000,8,6,4,1,ISF
general,国土交通省,国土交通本省,,,,013,緑地環境対策費,1,1,1,160000000,160000000,160000000,2,1,2,0,ISF
general,国土交通省,国土交通本省,,,,014,国営公園等事業費,1,1,1,22968647000,25808119000,25808119000,7,4,7,1,ISF
general,国土交通省,国土交通本省,,,,015,水環境対策費,1,1,1,227717000,227717000,227717000,2,1,2,0,ISF
general,国土交通省,国土交通本省,,,,016,都市水環境整備事業費,1,1,1,21827908000,33261701000,33261701000,5,5,5,0,ISF
general,国土交通省,国土交通本省,,,,017,下水道事業費,1,1,1,12091779000,15834279000,15834279000,3,3,3,0,ISF
general,国土交通省,国土交通本省,,,,018,地球温暖化防止等対策費,1,1,1,6294835000,10969860000,10969860000,17,6,18,1,ISF
general,国土交通省,国土交通本省,,,,019,災害情報整備推進費,1,1,1,2143000,2143000,2143000,4,1,4,0,ISF
general,国土交通省,国土交通本省,,,,020,住宅・市街地防災対策費,1,1,1,67944000,67944000,67944000,3,1,3,0,ISF
general,国土交通省,国土交通本省,,,,021,市街地防災事業費,1,1,1,93000000,204990000,204990000,2,2,2,0,ISF
general,国土交通省,国土交通本省,,,,022,住宅防災事業費,1,1,1,120362000000,255862000000,255862000000,2,2,2,0,ISF
general,国土交通省,国土交通本省,,,,023,都市公園防災事業費,1,1,1,1146000000,1146000000,1146000000,2,1,2,0,ISF
general,国土交通省,国土交通本省,,,,024,下水道防災事業費,1,1,1,79000000000,85371035000,85371035000,2,2,2,0,ISF
general,国土交通省,国土交通本省,,,,025,水害・土砂災害対策費,1,1,1,300687000,324950000,324950000,9,3,9,1,ISF
general,国土交通省,国土交通本省,,,,026,河川管理施設整備費,1,1,1,51343000,51343000,51343000,2,1,2,0,ISF
